spatial_resolution [arcsec],integration_time [s],velocity_resolution [Km/s],ra [deg],dec [deg],bandwidth [MHz],frequency [GHz],pads,frequency_resolution [MHz],coords [J2000]
0.5483738047059543,6078.24,0.1828330737243068,52.30645833332464,31.23280833333423,58.59375,218.4345535147794,"['A001', 'A001', 'A002', 'A002', 'A007', 'A007', 'A008', 'A008', 'A010', 'A010', 'A011', 'A015', 'A015', 'A016', 'A022', 'A022', 'A023', 'A023', 'A024', 'A024', 'A025', 'A025', 'A027', 'A033', 'A033', 'A034', 'A034', 'A035', 'A036', 'A036', 'A040', 'A040', 'A042', 'A042', 'A043', 'A043', 'A044', 'A045', 'A045', 'A047', 'A047', 'A048', 'A049', 'A050', 'A050', 'A058', 'A060', 'A060', 'A062', 'A062', 'A066', 'A066', 'A068', 'A068', 'A069', 'A069', 'A070', 'A070', 'A072', 'A072', 'A073', 'A073', 'A074', 'A075', 'A075', 'A076', 'A076', 'A082', 'A083', 'A083', 'A085', 'A085', 'A086', 'A086', 'A087', 'A087', 'A088', 'A088', 'A089', 'A089', 'A090', 'A090', 'A091', 'A091', 'A092', 'A092', 'A093', 'A093', 'A094', 'A094', 'T703']",0.14100000000000001,J2000 03h29m13.55s +31d13m58.11s
0.5483738047059543,6078.24,0.1828330737243068,52.30645833332464,31.23280833333423,58.59375,219.5548075685039,"['A001', 'A001', 'A002', 'A002', 'A007', 'A007', 'A008', 'A008', 'A010', 'A010', 'A011', 'A015', 'A015', 'A016', 'A022', 'A022', 'A023', 'A023', 'A024', 'A024', 'A025', 'A025', 'A027', 'A033', 'A033', 'A034', 'A034', 'A035', 'A036', 'A036', 'A040', 'A040', 'A042', 'A042', 'A043', 'A043', 'A044', 'A045', 'A045', 'A047', 'A047', 'A048', 'A049', 'A050', 'A050', 'A058', 'A060', 'A060', 'A062', 'A062', 'A066', 'A066', 'A068', 'A068', 'A069', 'A069', 'A070', 'A070', 'A072', 'A072', 'A073', 'A073', 'A074', 'A075', 'A075', 'A076', 'A076', 'A082', 'A083', 'A083', 'A085', 'A085', 'A086', 'A086', 'A087', 'A087', 'A088', 'A088', 'A089', 'A089', 'A090', 'A090', 'A091', 'A091', 'A092', 'A092', 'A093', 'A093', 'A094', 'A094', 'T703']",0.14100000000000001,J2000 03h29m13.55s +31d13m58.11s
0.5483738047059543,6078.24,0.1828330737243068,52.30645833332464,31.23280833333423,58.59375,219.9438806465572,"['A001', 'A001', 'A002', 'A002', 'A007', 'A007', 'A008', 'A008', 'A010', 'A010', 'A011', 'A015', 'A015', 'A016', 'A022', 'A022', 'A023', 'A023', 'A024', 'A024', 'A025', 'A025', 'A027', 'A033', 'A033', 'A034', 'A034', 'A035', 'A036', 'A036', 'A040', 'A040', 'A042', 'A042', 'A043', 'A043', 'A044', 'A045', 'A045', 'A047', 'A047', 'A048', 'A049', 'A050', 'A050', 'A058', 'A060', 'A060', 'A062', 'A062', 'A066', 'A066', 'A068', 'A068', 'A069', 'A069', 'A070', 'A070', 'A072', 'A072', 'A073', 'A073', 'A074', 'A075', 'A075', 'A076', 'A076', 'A082', 'A083', 'A083', 'A085', 'A085', 'A086', 'A086', 'A087', 'A087', 'A088', 'A088', 'A089', 'A089', 'A090', 'A090', 'A091', 'A091', 'A092', 'A092', 'A093', 'A093', 'A094', 'A094', 'T703']",0.14100000000000001,J2000 03h29m13.55s +31d13m58.11s
1.3798572606655035,1088.64,2.5578988939446288,18.99017083333333,5.178753055555555,1875.0,113.51496406716028,"['A003', 'A004', 'A008', 'A011', 'A021', 'A025', 'A045', 'A046', 'A050', 'A053', 'A067', 'A068', 'A069', 'A070', 'A071', 'A072', 'A074', 'A075', 'A076', 'A076', 'A077', 'A082', 'A137', 'A138', 'T702', 'T704']",0.976,J2000 01h15m57.641s +05d10m43.511s
1.3798572606655035,1088.64,2.5578988939446288,18.99017083333333,5.178753055555555,1875.0,111.76501822961654,"['A003', 'A004', 'A008', 'A011', 'A021', 'A025', 'A045', 'A046', 'A050', 'A053', 'A067', 'A068', 'A069', 'A070', 'A071', 'A072', 'A074', 'A075', 'A076', 'A076', 'A077', 'A082', 'A137', 'A138', 'T702', 'T704']",0.976,J2000 01h15m57.641s +05d10m43.511s
1.2720283756843993,12277.44,2.85754755411513,129.06305999999998,-26.40938,1875.0,99.71438995094198,"['A001', 'A003', 'A004', 'A006', 'A007', 'A008', 'A011', 'A011', 'A015', 'A017', 'A020', 'A021', 'A025', 'A029', 'A037', 'A045', 'A045', 'A046', 'A046', 'A050', 'A053', 'A067', 'A068', 'A069', 'A070', 'A071', 'A072', 'A074', 'A075', 'A076', 'A077', 'A082', 'A137', 'A138', 'T701', 'T702']",0.976,J2000 08h36m15.1344s -26d24m33.768s
1.3798572606655035,1088.64,2.5578988939446288,18.99017083333333,5.178753055555555,1875.0,99.72293094325248,"['A003', 'A004', 'A008', 'A011', 'A021', 'A025', 'A045', 'A046', 'A050', 'A053', 'A067', 'A068', 'A069', 'A070', 'A071', 'A072', 'A074', 'A075', 'A076', 'A076', 'A077', 'A082', 'A137', 'A138', 'T702', 'T704']",0.976,J2000 01h15m57.641s +05d10m43.511s
1.3798572606655035,1088.64,2.5578988939446288,18.99017083333333,5.178753055555555,1875.0,101.0982908776286,"['A003', 'A004', 'A008', 'A011', 'A021', 'A025', 'A045', 'A046', 'A050', 'A053', 'A067', 'A068', 'A069', 'A070', 'A071', 'A072', 'A074', 'A075', 'A076', 'A076', 'A077', 'A082', 'A137', 'A138', 'T702', 'T704']",0.976,J2000 01h15m57.641s +05d10m43.511s
1.2720283756843993,12277.44,2.85754755411513,129.06305999999998,-26.40938,1875.0,101.5220475587836,"['A001', 'A003', 'A004', 'A006', 'A007', 'A008', 'A011', 'A011', 'A015', 'A017', 'A020', 'A021', 'A025', 'A029', 'A037', 'A045', 'A045', 'A046', 'A046', 'A050', 'A053', 'A067', 'A068', 'A069', 'A070', 'A071', 'A072', 'A074', 'A075', 'A076', 'A077', 'A082', 'A137', 'A138', 'T701', 'T702']",0.976,J2000 08h36m15.1344s -26d24m33.768s
1.168222705432064,5806.08,8.38925996741566,136.99115999996343,4.384259000000924,2000.0,150.60502074762064,"['A001', 'A002', 'A003', 'A005', 'A006', 'A007', 'A008', 'A010', 'A011', 'A015', 'A016', 'A017', 'A019', 'A022', 'A023', 'A024', 'A025', 'A026', 'A027', 'A033', 'A034', 'A035', 'A036', 'A039', 'A040', 'A041', 'A042', 'A043', 'A047', 'A048', 'A049', 'A058', 'A060', 'A062', 'A066', 'A067', 'A068', 'A070', 'A072', 'A073', 'A074', 'A075', 'A076', 'A082', 'A083', 'A085', 'A088']",3.904,J2000 09h07m57.87839999s +04d23m03.3324s
