ALMA_source_name,Band
J0601-7036,6
J0531-4827,3
PG_0934+013,6
NGC3049,6
J0837-3409,6
J1058+0133,3
J1924-2914,4
13694_1997_WW7,7
ex_lup_OFF_0,6
NGC1300,7
PG_1351+236,6
ESO_137-G034,6
J1935+2031,6
HD_168625,6
J1924-2914,6
J1744-3116,6
J1717-3342,6
42168_2001_CT13,7
Gaia_17bpi,6
J1924-2914,6
J010312-4538.9,6
J2357-5311,6
J2334+0736,7
J0519-4546,7
J0152+2207,6
J0401+0413,7
J0519-4546,7
NGC1433,7
J0538-4405,7
J0519-4546,7
J0424-3756,7
569408,6
J0854+2006,7
J1058+0133,7
AG_Car_OFF_0,6
J0904-5735,6
J0940-6107,6
UVISTA-Z-019,6
NGC5248,7
J1256-0547,7
J2131-1207,6
J1058+0133,7
J1347+1217,7
J1427-4206,7
J1427-4206,7
J1415+1320,4
PG_1426+015,6
PJ231-20,3
J1730+0024,8
G25.5+0.2,6
J1924-2914,8
J2101-2933,7
J2115-1416,7
G24.73+0.69,6
J2136+0041,7
J2258-2758,6
M0138_im1,7
J2327+0940,7
J0423-0120,7
NGC1512,7
J2258-2758,7
04288+1802,7
04489+3042,7
NGC1672,7
J0519-4546,7
J1107-4449,7
J0750+1231,6
545262,6
ngc2903_north,7
J1118+1234,6
PG_1244+026,6
NGC_4568,6
J0217-0820,7
IRAM04191,7
Lh05,7
561782,6
SPT0625-58,7
ngc2903,7
3C273,7
J1058+0133,5
ngc3627,7
J1107-4449,6
J1058+0133,6
PG_1501+106,6
Darth_Vador,4
J1532+2344,3
J1512+0203,6
NGC_5921,6
J1505+0326,7
J1924-2914,6
J1452-1319,7
B335,7
SMC_YSO_33,7
NGC7172,7
SPT2203-41,7
J2301-0158,6
J1924-2914,7
J2124-4948,7
J0152+2207,6
SPT2349-52,7
J2337-0230,7
J0133-5200,7
J0217-0820,7
Horsehead,7
UDS_18697,7
SPT0528-53,7
J0423-0120,7
J0510+1800,7
J0853+0654,7
J1037+0424,7
J1010-0200,7
NGC_4189,6
J0854+2006,7
R_crt,7
693731,6
J2156-0037,8
J0327-1803,7
J2258-2758,8
J0006-0623,6
58529,6
J2136+0041,7
J0423-0120,7
J0607-0834,7
J1751+0939,8
J1058+0133,7
J1058+0133,8
J1408-0752,7
J1432-1801,7
PG_1310-108,6
G14-1,7
LACES-LyC-93564,8
Sz_129,7
J2258-2758,7
129337,6
J1924-2914,6
138186,6
J2253+1608,6
J2258-2758,7
J0010+1724,6
J0152+2207,6
J0425-5331,6
J0309-6058,7
BRJ0355--3811,7
SPT0553_L5,7
G221.9605-01.9926,6
J0910-0414_G,6
575465,6
G268.3957-00.4842,6
J1058+0133,6
J2151-3027,6
J2136+0041,7
J1641+2257,6
880472,6
J1813+2952,6
G358.93,7
Sz_65,6
CO_000.02_-00.02_OFF_0,7
J1935+2031,6
J2258-2758,6
J2226+0052,3
J2258-2758,3
J0030-4224,6
J2253+1608,3
J2258-2758,6
J1258-1800,6
PGC006240,6
J0217-0820,6
J0538-4405,6
J0423-0120,6
CDFS-18,6
J053250-5047.1,6
J0656-0323,6
J0510+1800,6
J0526-4830,6
G286.2086+00.1694,6
PG_0923+129,3
J1037-2934,6
J2057-3734,6
J2258-2758,4
J0006-0623,6
124177,6
J0006-0623,6
J2258-2758,4
J0006-0623,4
PJ020941.3,6
J0125-0005,7
J0121+0422,6
J0348-1610,6
SPT0311_4,6
J0348-1610,6
J0423-0120,4
DESJ0405-3308,6
WISEJ0259-1635,6
561782,6
G259.0453-01.5559,6
J0725-0054,4
s2,4
J1037-2934,6
J1107-4449,6
J1058+0133,6
J1107-4449,6
NGC3773,6
NGC_4224,6
J1008+0029,4
J1058+0133,6
J1517-2422,4
J1555+1111,4
J1427-4206,4
J1924-2914,3
AM_2038-382,3
J1924-2914,4
SDC13,3
J2211-3206,3
J2005-1822,3
PJ359-06,3
J2258-2758,3
J0006-0623,3
NGC_7252,3
NGC_7727,3
J0006-0623,3
SPT2132-58,4
ESO_548-G_073,3
J0334-4008,3
Arp_187,3
J0604-4225,3
J0538-4405,3
J0725-0054,3
3c212,3
108933,6
SPT2146-55,4
SPT0544-40,8
J0608-5456,8
J1010-0200,7
G343.1261-00.0623,6
HR_Car,6
646708,6
Ridge-S6,3
J1517-2422,6
J1427-4206,6
pi1_Gru,3
J0403-3605,8
30_Doradus,6
CW_Leo,6
J113526.3-014605,6
NGC_4192,6
COLA1,6
694475,6
J1243+0100,6
J1410+0203,6
J1427-4206,6
J2223-3137,3
UR119S,3
J2337-0230,3
J2258-2758,3
J0252+1718,6
J0519-4546,7
SPT0300-46,7
AS2UDS.0535.0,7
WG0214-2105,6
J0502+1338,7
J0608-5456,8
J1058+0133,7
North_Molecular_Ridge,6
Sun,3
J1337-1257,3
J1058+0133,7
J0747-3310,3
ESO346-G033,3
M33_sarm_clump,3
J2258-2758,6
J0309-6058,7
J0202-0559,3
TDE2,3
J0334-4008,3
J0423-0120,3
J0828-3731,3
J0922-3959,3
J1058+0133,4
J1008+0621,4
J1107-4449,3
SDSSJ1026+0329,3
SDSSJ1205+0143,3
J0050-0929,3
J0006-0623,3
J0006-0623,3
J0202-0559,3
J0006-0623,6
J0205+3212,6
J0217-0820,6
J0504-1512,6
J2258-2758,3
J0522-3627,3
J0854+2006,3
J0854+2006,3
J2323-0317,3
J2219+0102,3
J1130-1449,3
J1243+1622,3
J2025-0735,3
J1924-2914,3
J1851+0035,6
J1832-2039,6
J0049-4457,7
S05,7
J0418+3801,9
HOPS_358,7
N83-1,6
J0750+1231,6
J0940+2603,7
J2223-3137,3
J0006-0623,3
J2258-2758,8
J0006-0623,6
J0205+3212,6
SPT2335_L5,7
J0205+3212,6
J0336+3218,5
J0438+3004,7
J1058+0133,7
J0854+2006,3
NGC_4299,6
G09-42911,3
J1058+0133,6
J1118-4634,6
J1058+0133,7
G09-42911,3
J1924-2914,6
125419,6
Serpens_South_C7,6
HELMS_RED_326,3
HELMS_RED_226,3
J2357-5311,4 5
J0205+3212,6
J0205+3212,6
J0510+1800,5
J0854+2006,6
IRAS_05170-7156,7
J2239-5701,7
J0956+2515,7
G274.0649-01.1460A,6
J0925+1403,6
554507,6
J2109-4110,7
J1058+0133,6
J1222+0413,6
ChamI_06,6
J1222+0413,6
727702,6
J1427-4206,6
J1924-2914,6
J1427-4206,6
PKS1934-63,3
PKS1932-46,3
J1924-2914,3
J2357-5311,4
J0006-0623,3
J2253+1608,3
J2258-2758,4
J2357-5311,3
J0049+0237,4
J2146-1525,3
J2206-1835,3
J0334-4008,4
J0455-4615,4
SPT0418-47,4
J0519-4546,3
J0506-6109,4
J0825-3218,3
J0930+0034,3
J1058+0133,3
J1028-0236,3
J1102+2757,3
J1256-0547,3
VCC1713,3
IRAS_13120-5453,3
J1319+0950,3
I16547-4247,3
G359.73-b,3
I19078+0901,3
J1924-2914,3
I18440-0148,3
J1924-2914,3
I17599-2148,3
J2136+0041,4
J0006-0623,3
J2337-0230,3
J2253+1608,5
PKS0038+09,3
SPT0155-62,4
J0423-0120,6
J0529-7245,6
J0438+3004,6
J0438+3004,7
J0526-4830,7
J0653-0625,6
569314,6
543232,6
586092,6
NGC2974,6
665815,6
J2025+3343,6
J2258-2758,3
G034.77-00.55_OFF_0,6
SPT2052_L3,7
J2357-5311,5
J2218-0335,8
SPT0002-52,4
J0217-0820,7
J0504-1512,6
04158+2805,7
J0522-3627,9
J0526-4830,7
J1256-0547,3
J1424-6807,7
2M1310-1714,6
J1536-3151,6
PSJ1606-2333,6
J1410+0203,5
J1427-4206,6
WRAY_17-96,6
J1744-3116,7
877689,6
L483,7
Serpens_Main_850_11,7
J1924-2914,7
92304,6
R_CrA_OFF_0,6
SPT2311-54,4
J2253+1608,7
UDS_7815,7
J0217-0820,7
xuds_165,7
30_Doradus,6
J0538-4405,8
ik_tau,7
J0438-1251,3
J0423-0120,7
J0747-3310,6
J0914+0245,6
549061,6
J1042+1641,6
J1222+0413,6
J1744-3116,3
HE1113-0641,6
J1127-1857,6
HELMS_RED_42,3
HELMS_RED_5,3
HELMS_RED_43,3
J2357-5311,3
UR93S,3
ESO_547-G011,3
J0115-2804,3
HELMS_RED_6,3
J0115-2804,3
J0049+0237,3
J0538-4405,4
J0334-4008,3
J0426+2327,3
J0538-4405,4
J1037-2934,3
UR0G,3
J1008+0029,3
I10365-5803,3
PSR_B1259-63,3
I18236-1205,3
I18445-0222,3
UR119S,3
J2323-0317,3
IRC-10529,3
J0006-0623,3
HELMS_RED_119,3
UR99S,3
J2359-3133,3
J1104+2134,3
ngc3627,7
PKS_1413+135,7
838005,6
G15-66874,3
J1825-5230,3
B1-North,3
J2258-2758,3
DEEP2_33009979,6
Q2121+0052,4
J2358-4555,7
NGC_7793,6
J0423-0120,6
HELMS_RED_25,3
J0334-4008,7
NGC_1313,6
J0423-0120,7
J0423-0120,7
J0854+2006,8
COS.0134,8
NGC_4945,6
PKS0213-13,3
J1058+0133,6
G15-26675,3
I18116-1646,3
J0006-0623,3
J0204+1514,3
J0238+1636,3
J0058-5659,4
J0522-3627,3
J0423-0120,3
J0348-1610,3
PKS0442-28,3
J0239-0234,3
PKS0528+134,3
J2056-4714,3
J0529-7245,3
J0538-4405,3
HB89_0440-003,3
J0608-5456,3
J0538-4405,3
PKS0945+07,3
Mcld300-17-A,3
J1058+0133,3
G12-78339,3
J1256-0547,3
J1147-3812,3
I17016-4124,3
PKS1949+02,3
I16297-4757,3
I17204-3636,3
J2147+0929,3
J2253+1608,3
SGP-304822,3
M33,3
8081-9101,3
J0334-4008,3
PKS0043-42,3
J0854+2006,3
J1058+0133,3
J1152-0841,3
G12-78339,3
I14453-5912,3
J1603-4904,3
SPT2134-50,4
J1603+1105,3
HELMS_RED_326,3
WP_8616_9101,3
J0006-0623,3
UR99S,3
HELMS_RED_43,3
J0006-0623,6
J0309-6058,6
UDS_7815,7
J0406-3826,7
cdfs_845,7
J0607-0834,7
PKS0035-02,3
J1028-0236,8
644237,6
I11298-6155,3
J1010-0200,6
J1043+2408,6
693731,6
UR99S,3
NGC_7793,6
CrAus_05,6
UDS_7815,7
J0510+1800,6
J0550-5732,7
J1256-0547,7
J1058+0133,7
R_CrA,6
J1322-6532,7
NGC_4713,6
J1924-2914,7
J1924-2914,7
PJ308-SMG10,6
J1851+0035,6
J1939-1525,3
GY_Aql,3
NGC_0247,6
J0010+1724,3
J0326-3243,6
J0750+1231,6
J0601-7036,6
NGC_4216,6
708562,6
J1445-1629,3
NGC_4945,6
J1410+0203,3
HELMS_RED_42,3
J0006-0623,3
J0133-5200,4 5
HELMS_RED_43,3
NGC_0247,6
J0506-6109,7
FU_Ori,7
J1651+0129,3
lid_2964,7
Sun,6
J1507-1652,6
Sun_10,3
Aql_12,6
J1610-3958,6
J1744-3116,4
cQSO_J212924.86-000734.2,6
T_Mic,3
J0423-0120,6
PKS0034-01,3
Serp_16,6
J0334-4008,6
SPT0452-50,5
J0334-4008,6
J0340-2119,6
J0423-0120,3
PKS0625-35,3
30_Doradus,6
SPT0604-64,6
Mcld300-17-D,3
NGC4233,6
J1215+1654,6
CP_7968_12705,3
687329,6
IC_3418,6
J1256-0547,6
I13111-6228,3
I14050-6056,3
NGC_4945,6
NGC_0247,6
J0339-0146,3
59542,6
J0529-7245,3
J2323-0617,3
J0601-7036,3
J0854+2006,3
Ridge-N2,3
J1107-4449,3
J1222+0413,3
J1058+0133,3
J1107-4449,3
J2253+1608,3
HerBS-121,3
HELMS_RED_5,3
J0006-0623,3
J0006-0623,3
J0238+1636,3
J0538-4405,3
J0519-4546,3
J0601-7036,3
J1008+0029,3
cQSO_J214536.85+004646.5,6
G09-34009,3
J1206+0529,3
I15290-5546,3
UR7G,3
G15-26675,3
J1524-5903,3
I16484-4603,3
J1803-6507,3
J1832-2039,3
HerBS-141,3
J0006-0623,3
J0301+0118,3
J0339-0146,3
J0521+2112,6
Orion-KL,6
J0725-0054,3
NGC2187A,6
SPT0512-59,6
I12383-6128,3
666101,6
NGC_5128,6
631754,6
G14.7258-0.2031,3
J2136+0041,3
J2323-0317,3
J0006-0623,4
J0423-0120,3
NGC1068,3
J0423-0120,3
J0423-0120,3
J0438-1251,3
PM1_9512_3704,3
NGC4945,3
J1058+0133,4
J1419+2706,4
J1550+0527,3
rQSO_J232923.21-004216.3,6
1mm.03,4
SMG_2,4
J0334-4008,4
J0519-4546,7
BR1202-0725,3
NGC_4808,6
706291,6
G327.1192+00.5103,6
HerBS-121,4
J1557-0001,3
J1755-5536,3
J1337-1257,3
J1728+1215,3
HB89_1741-038,3
G34.26+0.15,6
J2050+3619,6
J1911-2006,6
NGC_0247,6
J2047-0246,3
J0103-6439,4
J0006-0623,6
Q0052+0140,4
J0238+1636,3
J0241-0815,6
CW_Leo,6
ad3a-19914,3
J1617-5848,3
I17269-3312,3
J0339-0146,3
ad3a-23805,3
ad3a-25141,3
J0339-0146,3
ad3a-25314,3
J1851+0035,3
WP_8083_12703,3
J0423-0120,3
J0725-0054,3
Ridge-W5_OFF_0,3
J0725-0054,3
J0532-0307,3
PKS0528+134,3
J1037-2934,3
J0948+0022,6
NGC_4351,6
J1010-0200,6
J1058+0133,4
704454,6
J1239+0730,6
J1516+0015,6
J1610-3958,6
G350,6
J1215-1731,3
J1215-1731,3
I16172-5028,3
Position_7_OFF_0,3
J1728+1215,3
Q2123-0050,4
Q2123-0050,4
WP_8078_12703,3
HB89_0420-014,3
Ridge-M4_OFF_0,3
J0725-0054,3
J1007-3333,6
J1018-3123,6
UVISTA-Y-001,6
J1058+0133,6
J1107-4449,6
J1107-4449,6
NGC_3783,6
J1118+1234,6
J1745-0753,3
ad3a-25914,3
J0006-0623,3
J1832-2039,3
J0522-3627,3
J0238+1636,3
J0423-0120,4
J0542-0913,3
WP_8082_9102,3
J0423-0120,7
J0601-7036,6
MCG-05-14-012,6
NGC_7727,6
J0519-4546,6
J2358-4555,6
M12_143,6
J0854+2006,6
J1006+0509,6
J1010-0200,7
J1239+0730,6
J1224+0330,6
3C273,6
767784,6
J1427-4206,6
Oph_27,6
881240,6
G024.6343-00.3233,6
ad3a-23968,3
NGC_1079,6
NGC_1315,6
J0334-4008,6
J2357-5311,4
J0030-4224,3
J0006-0623,3
J0108+0135,4
XMM-3,4
J0238+1636,4
CDFS-8,4
J0348-2749,4
J0336+3218,4
M0138_im1,4
NGC_1313,6
CDFS-9,4
J0423-0120,3
J1037-2934,3
J1010-0200,6
NGC_4380,6
J1058+0133,6
J0217-0820,6
J0049+0237,4
ad3a-24770,3
J0049+0237,4
J0348-1610,3
J0519-4546,6
J1256-0547,3
NGC_4580,6
Q1230+3320,4
J1256-0547,3
J0030-4224,3
J2357-5311,4
ES1-5,4
T_Tau,7
MACS0429-Z1,6
J0521+2112,6
J1058+0133,7
J0423-0120,6
J1058+0133,7
PKS1138-ALMA8,7
J1229+0203,8
G305.1940-00.0051,6
J1332+0200,7
J1610-3958,7
J1832-2039,6
J1924-2914,6
J1924-2914,6
J0519-4546,6
FRB181112,6
J2056-4714,6
NGC_1313,6
J0217-0820,6
J0217-0820,6
M12_191,6
J0538-4405,6
M12_503,6
J1121-0553,5
J1347+1217,7
J1256-0547,6
J0948+0022,6
UVISTA-Y-879,6
J1010-0200,6
J1256-0547,6
J1256-0547,6
ad3a-21117,3
Position_7_OFF_0,3
M33_sarm_clump,3
ad3a-22529,3
J0238+1636,4
J1924-2914,3
SPT2307-65,4
J2101+0341,3
HerBS-68,4
HerBS-103,4
HerBS-49,4
HerBS-182,4
Super8-1,6
J2358-4555,6
J0217-0820,6
J0423-0120,6
XMM2-Z-1116453,6
J0538-4405,6
J0538-4405,6
J0750+1231,6
AS2COS0023.1,3
XMM2-Z-1116453,6
J1010-0200,6
J1010-0200,6
NGC_5128,6
J1239-1023,6
J2007+4029,6
J1924-2914,6
HerBS-182,4
J0006-0623,6
J2359-3133,4
XMM-J-6787,7
XMM-J-6787,7
J0309-6058,7
SDSSJ0131-0321,7
J0006-0623,7
J1924-2914,3
J0538-4405,9
J0438+3004,7
RN84,7
J1010-0200,7
IC_3392,6
J1337-1257,8
J1337-1257,8
NGC_4532,6
J1540+1447,6
PKS_1413+135,7
J2258-2758,6
J1924-2914,6
ad3a-24239,3
J1832-2039,7
J1924-2914,6
HD_183324,6
J2331-1556,7
J2337-0230,7
J0006-0623,6
J0217-0820,6
XMM-J-6787,7
J0423-0120,7
J0423-0120,7
J1028-0236,7
UVISTA-J-1212,7
GM_Aur,6
M12_724,6
M12_1080,6
J0725-0054,7
J1010-0200,7
J1107-4449,7
NGC_4302,6
J1256-0547,6
J1058+0133,6
J1256-0547,6
NGC_4651,6
G034.77-00.55,7
J0440+1437,7
J2146-7755,6
J2310+1855,6
XMM1-Z-1664,6
XMM1-Z-1664,6
J0423-0120,6
J0423-0120,6
J0504-1512,6
30_Doradus,6
GM_Aur,6
J0601-7036,6
UVISTA-Z-349,6
UVISTA-Z-349,6
J1337-1257,6
ad3a-22002,3
777573,6
Position_6,3
ad3a-24053,3
J1744-3116,3
J2217+0220,3
J2357-5311,4
ES1-4,4
ES1-10,4
J0006-0623,4
J0208-0047,4
XMM-7,3
J0329-2357,4
J0348-1610,3
J1550+0527,3
J1924-2914,3
J1924-2914,6
J1924-2914,6
J1744-3116,6
J1820-2528,6
J2253+1608,7
J0006-0623,7
XMM3-Z-1122596,6
XMM1-67420,6
J0205+3212,6
J0519-4546,7
J0725-0054,7
RN35,7
J0854+2006,8
J1215+1654,6
G09_83808,9
NGC_4698,6
NGC_4383,6
ad3a-19645,3
NGC_5128,6
G337.3071-00.1521A,6
J1540+1447,6
iras16293-2422,7
J1427-4206,7
J1517-2422,7
J1744-3116,7
J0438-1251,3
SPT2316-50,4
HerBS-155,4
HerBS-86,4
HerBS-174,4
HerBS-81,4
SHELA_z4_37841,6
XMM1-Z-151269,6
J0423-0120,7
GM_Aur,6
J0423-0120,7
GM_Aur,6
J1215+1654,6
3297,7
hd95086,8
J1256-0547,6
J2009-4849,7
J0217-0820,6
M0416_Y1,8
GM_Aur,6
HOPS-153,7
4-Core_ID_1267,7
J1107-4449,7
NGC_4396,6
J2056-4714,6
J1838+0404,3
J1924-2914,6
WD2211-495,6
WD2309+105,6
WD2233-001,6
J0006-0623,6
J0006-0623,6
30_Doradus,6
XMM1-67420,6
J0348-2749,5
J0334-4008,5
XMM-J-6787,7
GM_Aur,6
J0532+0732,7
J1058+0133,7
J1058+0133,6
J1617-5848,3
J1517-2422,6
J1924-2914,6
J1832-1035,6
J1832-2039,6
J1834-0301,3
J2217+0220,3
J2258-2758,4
J2258-2758,5
J2327+1524,5
J0006-0623,5
J0057+3021,6
CDFS-10,5
J0423-0120,5
J0423-0120,7
J0423-0120,6
HOPS-341,7
J1230+2518,8
J1246-0730,9
NGC_4450,6
J1215+1654,6
J1037-2934,4
J1037-2934,3
XMM3-Z-432815,6
J1256-0547,6
J1337-1257,7
J1337-1257,7
J1617-5848,7
J1924-2914,6
J1935+2031,6
J1851+0035,6
XMM-J-355,7
XMM1-1591,6
J0438+3004,6
J0601-7036,6
M12_832,6
J1010-0200,6
51650,7
5MUSES_74,8
J1222+0413,6
J1045+1735,7
J1256-0547,7
D3a-6397,7
HD_145964,6
J1550+0527,6
CDFS-5,4
J0205+3212,6
J0334-4008,6
J2258-2758,4
J0433+0521,6
J0423-0120,6
SPT2349-52,4
hd_21997,8
J0438+3004,7
J0729-3639,8
J1058+0133,6
Cosmic_Horshoe,7
J1107-6820,7
J1256-0547,7
J1700-2610,7
Position_7,3
J1924-2914,6
J1924-2914,7
Gaia_17bpi,6
J2357-5311,6
J1744-3116,3
J1911-2006,6
J1924-2914,6
Gaia_17bpi,6
WD0050-332,6
J2254+0054,7
MRG-0138,6
ngc_7591,6
J0241-0815,7
J2357-5311,6
J0423-0120,6
HOPS-399,7
J0831+0429,7
J0725-0054,7
G09-81106,7
NGC_4501,6
ZC-415876,7
J1222+0413,6
J1243+1622,7
J1357+1919,7
J1256-0547,6
NGC_4561,6
J1337-1257,6
J1307-5019,3
J1337-1257,6
J1517-2422,3
AzTEC-lup1-112-A,3
NGC_1365,6
J1924-2914,3
J2258-2758,3
J2248-3235,3
8655-1902,3
J0006-0623,3
HerBS-146,3
HerBS-132,3
HerBS-90,3
HerBS-57,3
J0334-4008,4
J0334-4008,4
J0348-2749,4
1mm.05,4
SVS13B,4
J0423-0120,3
8085-6104,3
8083-12703,3
J0423-0120,4
J0632-2614,3
J0423-0120,6
J0746+2734,3
HerBS-99,4
J0909+0121,4
J0909+0121,3
J114439,4
J1058+0133,6
J1256-0547,3
J1256-0547,3
J1410+0203,4
J1744-3116,3
J1550+0527,3
HII_102,6
GM_Aur,6
J0334-4008,4
J0334-4008,4
56,6
J0854+2006,6
J0854+2006,6
UVISTA-Y-879,6
J1058+0133,6
J1058+0133,6
GRB181020A,3
J1337-1257,6
J1619+2247,3
J1924-2914,3
J1744-3116,3
NGC_7674,6
HerBS-22,4
HerBS-207,4
HerBS-24,4
HerBS-145,4
HerBS-101,4
HerBS-40,4
HerBS-60,4
J0348-2749,4
J0348-2749,4
1mm.10,4
J0725-0054,4
HerBS-88,4
J0839+0104,4
J0909+0121,4
Horseknee,4
J0854+2006,6
J1010-0200,6
IRAS10565+2448,6
ASA26.1,3
J1820-2528,6
HerBS-132,3
SMG_3,3
HerBS-163,3
WD2039-202,6
J0004+2019,6
ESO_467-G027,6
HD16743,6
J0334-4008,6
J0725-0054,7
NGC1291,3
J0423-0120,6
GM_Aur,6
ngc2369,6
HD_37306,7
Orion-KL_OFF_0,6
J0538-4405,7
HATLAS_RED_962,7
VY_CMa,6
J0854+2006,6
HD_76536,6
J1256-0547,6
J1256-0547,6
Centaurus_A,6
RN123-RN124,7
J1220+0203,6
Centaurus_A,3
J1222+0413,6
J1337-1257,6
J1610-3958,6
J1337-1257,6
J1558-6432,6
J1744-3116,3
J1924-2914,3
J1025+1253,6
alma2mm.9,7
J1058+0133,7
J1215+1654,6
J1010-0200,6
NGC4866,6
J1924-2914,3
J1924-2914,3
J2148+0657,6
SPT2354-58,5
IC_5179,6
J2327+0940,6
J0133-5200,6
J2316+1618,6
J0006-0623,6
SPT0112-55,3
uds_96844,6
NGC1068,6
XMM-1,3
J0205+3212,6
GM_Aur,6
J0348-2749,4 5
J0334-4008,5
J0519-4546,7
J0725-0054,6
G09-83808,6
J0438+3004,6
UVISTA-Z-005,6
J1626-2951,7
J1337-1257,6
J1653-1551,6
CDFS-1,5
PSO055-00,7
J0348-2749,7
J0438+3004,6
J0604-4225,6
RN93,7
J0854+2006,7
J1147-6753,7
J1222+0413,6
787699,6
PGC214240,6
HD_143006,7
J1556-3302,3
J1912-0804,3
82240,6
59561,6
J0257-1212,3
J0431+1731,7
J0423-0120,6
gam02_Vel,6
J0854+2006,6
HD_96548,6
Musca,6
ZC-400569,7
J1126-3828,6
J1342-2900,6
J1534-3526,6
J18295741-0151540,6
J1744-3116,3
N11_S,6
J0336+3218,3
J1256-0547,6
iras16293-2422,7
LBQS_1434-0038,7
J0423-0120,6
HerBS-174,3
J0757+0956,7
IC443,6
J0909+0121,7
J0205+3212,3
ZC-405501,7
J0922-3959,7
NGC_2997,3
41299,7
J1222+0413,6
J0006-0623,3
J1256-0547,6
J1337-1257,7
J1058+0133,6
Musca,3
Position_5,3
J1517-2422,4
J2258-2758,4
ORS-9,6
J0438-1251,4
LEGA-C_133501,4
J0725-0054,4
GRB_pol1,3
GRBpol,4
J2258-2758,4
J1058+0133,5
J1007-3333,3
HerBS-161,4
HerBS-36,3
I19368_OFF_0,3
HerBS-145,3
HerBS-200,3
HerBS-11,3
J0212-1746,3
J0339-0146,3
J0301+0118,3
J0336+3218,3
J0522-3627,3
NGC_1546,3
1mm.04,4
J0423-0120,3
8728-12703,3
WISE_J085510.83-071442.5,3
J0538-4405,3
J1107-4449,4
J1036-3744,3
J1058+0133,5
J1036-3744,3
G320.23-0.28_A_OFF_0,3
J1744-3116,3
J1517-2422,3
Position_1_OFF_0,3
J0334-4008,4
NGC1365,3
SN2017jan,3
J0522-3627,3
J0538-4405,3
1mm.02,4
1mm.07,4
eso208-26,3
Horseknee,3
J0455-4615,3
HD_79573,3
J2330-3724,4
J0334+0800,3
J0536-3401,3
J0538-4405,4
J0839+0104,3
J1036-3744,3
V_star_AG_Car,3
NGC2859,3
J1107-4449,3
J0238+1636,3
J1329-5608,3
SMG_9,4
G320.23-0.28_A,3
GS4_42363,4
J0407-1211,3
J0538-4405,3
J0423-0120,3
2MASS_J04215402+1530299_OFF_0,3
J0407-1211,3
J0522-3627,3
J1036-3744,3
J0725-0054,3
J0956+2515,3
J1058+0133,3
J0522-3627,3
J0423-0120,3
J0536-3401,3
CN13,3
GS3_26790,4
J0348-2749,4
J0536-3401,3
J0538-4405,3
2MASS_J08093135-3604035_OFF_0,3
8149-12704,3
n5_clump_in_NGC2264-D,3
9494-3701,3
J0854+2006,3
J1032-5917,3
J0909+0121,3
J1058+0133,3
NGC_3521,3
J1058+0133,3
Musca,3
J1107-4449,3
J1309+1154,3
J1256-0547,3
J1256-0547,3
J1427-4206,3
J1744-3116,3
Position_4,3
Position_3_OFF_0,3
clump8,3
J0334-4008,4
2MASS_J04215402+1530299_OFF_0,4
GS3_19791,4
J0348-2749,4
J0423-0120,4
SMG_8,3
Mon_R2,3
J1010-0200,4
J0839+0104,3
J1107-4449,3
J1016+0028,3
J1041+0610,3
J1229+0203,3
J1329-5608,3
J1321-4342,3
J1427-4206,3
G320.23-0.28_A,3
J1744-3116,3
9088-9102,3
SPT-S_041839-4751.9,6
Position_2,3
J1744-3116,3
I18530_OFF_0,3
J0423-0120,6
J0334-4008,3
J1617-5848,3
G320.23-0.28_A_OFF_0,3
J0348-2749,4 5
J0423-0120,3
J0348-2749,5
J0431+1731,4
1mm.02,5
J0536-3401,5
Mon_R2,3
J0538-4405,3
J0854+2006,4
J1058+0133,4
J1107-4449,3
Musca,3
J1256-0547,6
J2056-4714,3
EM_star_AS_306,3
Sun3_B3,3
L1448-C,3
HerBS-130,4
G320.23-0.28_A_OFF_0,3
BrickMaser,6
IC_2545,6
NGC_3621,3
HerBS-100,3
BR1202-0725,3
Musca,6
Position_6,3
J1337-1257,6
J1924-2914,7
J2031+1219,3
R_CrA,6
J0006-0623,3
J0006-0623,3
J2253+1608,6
SSA.0038,4
Mon_R2_OFF_0,6
J0423-0120,5
Orion-KL,6
J0538-4405,7
J1256-0547,3
J1256-0547,3
J1307-5019,3
NGC5331S,3
IRAS_06193-0349,7
J0738+1742,6
J0854+2006,7
J0854+2006,7
J1222+0413,6
J1256-0547,7
G034.77-00.55,8
J2056-4714,3
J2258-2758,4
ORS-3,7
J0532-0307,6
J0748+2400,6
J0854+2006,6
J1058+0133,6
J1036-3744,3
J0539+1433,3
Mon_R2_OFF_0,4
J0501-0159,3
LEGA-C_260163,4
J1107-4449,3
SPT0311,3
J1256-0547,3
J1337-1257,3
Core3,3
J1357+1919,3
NGC5850,3
J0519-4546,3
J0538-4405,4
Horseknee,6
XID_714,3
XID_356,3
COSMOS-1440745,3
Eyelash,3
8950-12705,3
J1524-5903,3
Position_5,3
I19220,3
J2157-6941,3
J0013+4051,3
J0334-4008,3
XID_276,3
CANDELS_6278,3
J0342-3007,3
J1337-1257,3
J1256-0547,3
NGC_6907,6
J0006-0623,3
J0438-1251,3
J0522-3627,3
J0334-4008,4
GS4_42235,4
J0854+2006,3
IC_2810,3
SMG_1,3
J1121-0553,3
SMG_7,3
WR_102dc,3
SMG_1,3
NGC_4303,3
J1145-6954,3
J1347+1217,3
J1256-0547,3
J1504+1029,3
J1743-0350,3
J1733-3722,3
J1733-3722,3
SerpS-MM18,3
J0006-0623,3
J1037-2934,3
