ALMA_source_name,Obs.date,ID
KW_Sgr,2020-11-19,uid://A001/X133d/X1308
J1058+0133,2020-01-08,uid://A001/X1467/X242
5MUSES_52,2020-12-04,uid://A001/X133d/X2652
J0423-0120,2023-10-20,uid://A001/X1590/X17aa
665815,2019-12-02,uid://A001/X1467/X240
708562,2020-01-08,uid://A001/X1467/X232
J2253+1608,2020-11-20,uid://A001/X133d/X2642
687726,2021-11-23,uid://A001/X1467/X237
705450,2021-08-11,uid://A001/X1467/X230
5MUSES_47,2020-11-26,uid://A001/X133d/X264a
MonR2IRS3,2023-10-12,uid://A001/X2d20/X3210
J1517-2422,2020-01-30,uid://A001/X133d/X1360
IRC+10011,2020-01-15,uid://A001/X133d/X136a
706291,2019-12-10,uid://A001/X1467/X234
SMC_YSO_33,2021-02-04,uid://A001/X1465/X2c8f
J2056-3208,2020-03-13,uid://A001/X133d/X135c
U_Her,2020-03-18,uid://A001/X133d/X1367
J0854+2006,2024-06-01,uid://A001/X2d20/X5e2
J2253+1608,2024-06-27,uid://A001/X1590/X1db
R_Hya,2020-02-06,uid://A001/X133d/X136e
J1832-2039,2017-09-30,uid://A001/X2d2/X6e
J1625-2527,2020-08-16,uid://A001/X133d/X2698
GSC_06214-00210_B,2018-01-30,uid://A001/X2d2/X98
J0429+2724,2018-01-29,uid://A001/X2d2/X94
J0438-1251,2021-02-15,uid://A001/X1473/Xc11
Oph-E-MM4,2019-07-27,uid://A001/X12a2/X2b5
J1107-4449,2018-01-28,uid://A001/X2d2/X9c
UDS-37560,2023-05-30,uid://A001/X1590/X1a1
J0217+0144,2020-01-29,uid://A001/X133d/X3ff4
J0103-6439,2019-03-05,uid://A001/X131c/X87
J0504-1512,2021-02-19,uid://A001/X1473/Xc1b
J2258-2758,2015-11-13,uid://A002/X609170/X14
J1427-4206,2022-09-16,uid://A001/X1581/X1d
GDS-48764,2023-03-22,uid://A001/X1590/X1a8
J0215-0222,2022-12-27,uid://A001/X1590/X1c9
J0342-3007,2023-03-08,uid://A001/X1590/X1c6
vx_sgr,2020-03-08,uid://A001/X133d/X137e
J2109+3532,2022-07-01,uid://A001/X1581/X14
J1308-4352,2019-06-07,uid://A001/X1296/Xa33
PKS1830-211,2015-06-23,uid://A002/X6444ba/X114
UDS-52324,2022-12-27,uid://A001/X1590/X1bf
803773.,2020-08-28,uid://A001/X133d/X2cd1
J0510+1800,2015-10-21,uid://A002/X6444ba/X15c
SPT0103-45,2017-02-09,uid://A001/X2fb/X134
L1448,2016-01-13,uid://A002/X6444ba/X160
J2258-2758,2019-09-26,uid://A001/X1284/X1c40
J0124-5113,2017-02-17,uid://A001/X2fb/X12c
J0141-0202,2019-10-17,uid://A001/X133d/X2658
J1222+0413,2019-12-13,uid://A001/X133d/X2667
679050,2021-08-31,uid://A001/X1467/X23e
J1924-2914,2021-07-02,uid://A001/X1465/X3704
SV_Aqr,2020-11-26,uid://A001/X133d/X1302
600465,2021-04-28,uid://A001/X133d/X3960
J1744-3116,2020-12-19,uid://A001/X133d/X1310
NGC3627_S,2024-01-17,uid://A001/X2d20/X4ee
J0423-0120,2020-11-09,uid://A001/X133d/X2646
KW_Sgr,2020-10-30,uid://A001/X133d/X1314
J1752-2956,2020-11-19,uid://A001/X133d/X131a
KW_Sgr,2019-12-03,uid://A001/X133d/X131c
693731,2019-10-11,uid://A001/X1467/X23b
J0519-4546,2021-02-06,uid://A001/X1465/X2c93
J0854+2006,2023-09-12,uid://A001/X1590/X1f3
J2000-1748,2020-06-20,uid://A001/X133d/X1382
J1832-2039,2018-02-12,uid://A001/X2d2/X72
J2357-5311,2020-06-26,uid://A001/X133d/X133e
Oph_A_N6,2020-07-08,uid://A001/X133d/X2696
J0504-1512,2021-01-29,uid://A001/X1473/Xc18
J1010-0200,2024-09-22,uid://A001/X2d20/X5b1
TDE2,2021-01-29,uid://A001/X1473/Xc0e
J0538-4405,2019-07-11,uid://A001/X131c/X97
J2258-2758,2020-07-04,uid://A001/X133d/X139e
J0542-0913,2019-11-05,uid://A001/X1296/Xa16
UDS-37560,2023-01-05,uid://A001/X1590/X1b5
J1107-4449,2022-07-15,uid://A001/X1581/X1a
J2025-0735,2020-01-30,uid://A001/X133d/X1392
J1924-2914,2018-06-14,uid://A001/X2fb/X112
J0948+0022,2023-08-05,uid://A001/X1590/X1af
J2056-4714,2020-06-25,uid://A001/X133d/X137b
COS-34487,2023-12-20,uid://A001/X1590/X1c3
J0006-0623,2020-01-31,uid://A001/X133d/X139a
J1733-1304,2015-06-20,uid://A002/X6444ba/X118
S2COS.0328,2019-12-10,uid://A001/X133d/X25a5
J2056-4714,2019-09-25,uid://A001/X1284/X1c2e
J2000-1748,2020-12-04,uid://A001/X1284/X1c44
SPT0103-45,2017-02-09,uid://A001/X2fb/X138
BD5_CFHTWIR-Oph_96,2015-09-18,uid://A002/X609170/X3c
J1717-3342,2019-12-03,uid://A001/X133d/X1334
AH_Sco,2020-11-12,uid://A001/X133d/X132c
IIZw096,2020-07-18,uid://A001/X133d/X398e
429443,2020-12-06,uid://A001/X133d/X3964
J0510+1800,2023-09-26,uid://A001/X1590/X17a6
J1752-2956,2023-07-21,uid://A001/X1590/X6de
J1924-2914,2020-12-31,uid://A001/X133d/X1316
693731,2019-11-14,uid://A001/X1467/X239
J1147-6753,2022-08-12,uid://A001/X1465/X2b80
J1924-2914,2017-09-30,uid://A001/X2d2/X6a
J0006-0623,2020-01-02,uid://A001/X133d/X268b
J1907+0127,2020-01-16,uid://A001/X133d/X133b
J2000-1748,2022-10-15,uid://A001/X133d/X1345
V_PsA,2020-06-26,uid://A001/X133d/X134b
J1536-3151,2017-01-25,uid://A001/X2d2/X90
J2258-2758,2019-03-05,uid://A001/X131c/X93
J2258-2758,2019-03-05,uid://A001/X131c/X7b
Oph-C-W,2019-10-15,uid://A001/X12a2/X2c1
NGC_346,2018-11-22,uid://A001/X131b/X64
15470-5419c1,2016-11-15,uid://A002/X6444ba/X106
J0854+2006,2017-03-02,uid://A001/X2fb/X120
J1008+0621,2015-04-25,uid://A002/X609170/X30
NGC1808,2019-02-01,uid://A001/X1296/Xa58
J1830+0619,2023-06-14,uid://A001/X15bf/X27
J0510+1800,2019-12-27,uid://A001/X133d/X397b
COSMOS-1440745,2021-04-20,uid://A001/X1467/X24b
J0510+1800,2023-10-04,uid://A001/X1590/X17ad
J1830+0619,2023-06-22,uid://A001/X15bf/X41
SV_Aqr,2019-12-06,uid://A001/X133d/X1304
J1752-2956,2022-08-18,uid://A001/X133d/X130a
G316.75-3,2021-03-06,uid://A001/X135e/X108
J1846-0651,2024-08-22,uid://A001/X2d20/X4e1
NGC3627_N,2025-01-20,uid://A001/X2d20/X4ea
J1550+0527,2024-02-08,uid://A001/X2d20/X4db
J1246-0730,2023-04-08,uid://A001/X15bc/X400
J2230-4416,2020-01-30,uid://A001/X133d/X1371
GY_Aql,2020-02-07,uid://A001/X133d/X1386
W_Aql,2020-01-30,uid://A001/X133d/X1348
SDSS0146,2020-01-03,uid://A001/X133d/X2677
SDSS0850,2019-12-24,uid://A001/X133d/X267f
SDSS2317,2020-01-02,uid://A001/X133d/X2687
J2056-4714,2020-02-06,uid://A001/X133d/X1355
J0132-1654,2020-09-21,uid://A001/X133d/X2cc7
J0426+2327,2018-01-26,uid://A001/X2fb/X103
J0428-3756,2020-02-19,uid://A001/X1296/Xa4a
Titan,2017-01-04,uid://A002/X6444ba/X102
J2258-2758,2019-01-18,uid://A001/X131c/X63
J1924-2914,2019-04-25,uid://A001/X1284/X1c46
J1058+0133,2015-03-13,uid://A002/X609170/X2c
J2258-2758,2019-10-19,uid://A001/X1284/X1c3e
HCN-0.009_Balloon,2023-04-13,uid://A001/X1590/X6e0
J1751+0939,2020-07-01,uid://A001/X133d/X1338
J1427-4206,2016-07-03,uid://A001/X21f/Xc1
J0750+1231,2019-12-07,uid://A001/X133d/X266b
J1833-2103,2015-06-20,uid://A002/X6444ba/X120
J0504-1512,2021-03-19,uid://A001/X1473/Xc1e
TUK93_122,2019-11-22,uid://A001/X1296/Xa10
J0542-0913,2019-08-06,uid://A001/X1296/Xa0c
J2258-2758,2019-01-17,uid://A001/X131c/X77
FBOT1,2022-04-15,uid://A001/X1527/X2b
J2258-2758,2019-03-04,uid://A001/X131c/X67
J1321-4342,2019-02-15,uid://A001/X1296/Xa37
04489+3042,2021-01-18,uid://A001/X1467/X267
J1829-5813,2020-07-01,uid://A001/X133d/X1341
J1751+0939,2020-01-30,uid://A001/X133d/X1374
J1427-4206,2024-06-01,uid://A001/X2d20/X5e6
J2253+1608,2024-07-31,uid://A001/X1590/X1f7
J1337-1257,2020-01-29,uid://A001/X133d/X1378
J0006-0623,2020-01-30,uid://A001/X133d/X1363
J1229+0203,2019-12-13,uid://A001/X133d/X267b
J0438-1251,2021-02-22,uid://A001/X1473/Xc14
NGC_346,2018-11-07,uid://A001/X131c/X83
J0334-4008,2022-12-12,uid://A001/X1590/X1b2
J2253+1608,2022-05-12,uid://A001/X1527/X35
J2025-0735,2020-01-30,uid://A001/X133d/X1396
S2COS.0762,2020-01-04,uid://A001/X133d/X25a1
NGC7314,2020-01-07,uid://A001/X1284/X1c2c
J1717-3342,2020-12-25,uid://A001/X133d/X132e
J0224+0659,2016-12-01,uid://A001/X13f/X144
J0006-0623,2020-01-18,uid://A001/X133d/X399e
J1517-2422,2020-01-30,uid://A001/X133d/X1359
J0423-0120,2019-10-28,uid://A001/X1296/Xa48
J1751+0939,2020-01-22,uid://A001/X133d/X138a
C-C-38,2019-03-29,uid://A001/X1284/X246
J0607-0834,2023-12-21,uid://A001/X2d20/X3212
J1744-3116,2020-12-16,uid://A001/X133d/X130e
J0112-6634,2019-03-05,uid://A001/X131c/X7f
J0112-6634,2019-01-21,uid://A001/X131c/X6b
J0854+2006,2024-06-13,uid://A001/X1590/X1d7
NGC4945,2017-03-03,uid://A001/X2d6/X2d0
J0222-3441,2024-07-26,uid://A001/X1590/X1df
SDSS1157,2019-12-19,uid://A001/X133d/X266f
SDSS1157,2019-12-13,uid://A001/X133d/X2683
S_Pav,2020-02-08,uid://A001/X133d/X134e
NGC1068,2021-01-16,uid://A001/X133d/X3ff0
TUK93_122,2019-11-22,uid://A001/X1296/Xa1a
J0112-6634,2019-03-05,uid://A001/X131c/X73
J1751+0939,2020-01-22,uid://A001/X133d/X138e
J1226+1352,2019-01-22,uid://A001/X1284/X1c4a
J1229+0203,2019-05-01,uid://A001/X1284/X1c4c
J1517-2422,2020-02-08,uid://A001/X133d/X1352
J1125-3557,2022-08-19,uid://A001/X1581/X20
J0522-3627,2020-01-21,uid://A001/X1296/Xa0a
NGC1808,2021-05-18,uid://A001/X1296/Xa4e
J0438-1251,2019-02-23,uid://A001/X1284/X3ed
NGC3627_S,2024-09-25,uid://A001/X2d20/X4ec
NGC_346,2018-10-26,uid://A001/X131c/X6f
J2109+3532,2022-09-15,uid://A001/X1581/X17
J0522-3627,2019-08-01,uid://A001/X1296/Xa54
J1256-0547,2022-05-21,uid://A001/X1528/X268
J0438+3004,2019-12-17,uid://A001/X1284/X1ac5
NGC4945,2017-08-26,uid://A001/X2d6/X2d4
NGC3627_N,2024-06-07,uid://A001/X2d20/X4f0
J0006-0623,2024-01-03,uid://A001/X1590/X327a
J1924-2914,2024-11-17,uid://A001/X1528/X212
NGC5506,2019-05-15,uid://A001/X1284/X1c52
J1337-1257,2019-02-22,uid://A001/X1284/X1c50
J0012-3954,2023-06-13,uid://A001/X1590/X193e
ad3a-24377,2023-01-26,uid://A001/X1590/X1904
ad3a-26317,2022-12-17,uid://A001/X1590/X1930
IRAS_18387-0423,2023-06-10,uid://A001/X14ed/X2cf
ad3a-22790,2022-12-23,uid://A001/X1590/X1908
J0238+1636,2020-11-29,uid://A001/X133d/X12ac
J0519-4546,2017-06-13,uid://A001/X2fb/X18c
AS2UDS072.0,2023-12-19,uid://A001/X2d20/X66e
J1256-0547,2022-08-18,uid://A001/X14ed/X2ea
J0522-3627,2018-07-28,uid://A001/X1234/X2af
J0519-4546,2021-03-12,uid://A001/X1465/X24
ad3a-25790,2023-01-12,uid://A001/X1590/X1955
J0403-3605,2022-10-29,uid://A001/X1465/X22
J0006-0623,2021-01-28,uid://A001/X1465/X3ad1
Betelgeuse,2023-07-19,uid://A001/X1590/X16f0
J0423-0120,2023-07-18,uid://A001/X1590/X16ed
J1924-2914,2023-08-30,uid://A001/X2dfa/X70
J0538-4405,2023-09-07,uid://A001/X14ed/X1d2
SW_Vir,2018-07-04,uid://A001/X1234/X2c1
IRAS_07454-7112,2017-01-06,uid://A001/X21f/X1c
J1058+0133,2022-11-04,uid://A001/X1465/X3ad5
CW_Cnc,2018-07-24,uid://A001/X1234/X2c4
J2141-6411,2020-01-03,uid://A001/X136e/X7e
J0423-0120,2023-09-13,uid://A001/X14ed/X1d5
ALESS011.1,2019-03-29,uid://A001/X1284/X1a84
IRAS_04020-1551,2023-05-10,uid://A001/X14ed/X1cf
Neptune,2017-02-16,uid://A001/X2fb/X13c
Mars,2015-01-28,uid://A002/X609170/X28
J0118-2141,2017-06-29,uid://A001/X2fb/X156
J2253+1608,2017-08-31,uid://A001/X2fb/X154
J1517-2422,2019-04-29,uid://A001/X1284/X1c28
ad3a-24733,2023-01-21,uid://A001/X1590/X1918
Orion_KL_OFF_0,2024-05-08,uid://A001/X2df7/X21b
AR2482,2023-01-31,uid://A001/X158f/Xb19
J0641-0320,2017-08-25,uid://A001/X2fb/X14b
Uranus3,2016-06-15,uid://A001/X13f/X9e
BD7_GY204,2015-09-17,uid://A002/X609170/X38
ad3a-25019,2023-01-20,uid://A001/X1590/X1914
J1229+0203,2017-03-02,uid://A001/X2d6/X2be
13039-6108c6,2017-07-12,uid://A001/X2d2/X29
J1700-2610,2015-12-10,uid://A002/X6444ba/X19f
J0440-4333,2022-10-05,uid://A001/X14ed/X2b4
J1924-2914,2015-12-10,uid://A002/X6444ba/X1a1
N83,2019-11-15,uid://A001/X137a/X53
J0102-7546,2020-07-05,uid://A001/X137a/X3f
J2158-1501,2022-08-17,uid://A001/X14ed/X2c3
J2258-2758,2022-07-20,uid://A001/X14ed/X2c9
J0542-0913,2022-09-22,uid://A001/X14ed/X2bd
IRAS_13120-5453,2018-06-01,uid://A001/X2d2/X46
ad3a-18522,2022-12-22,uid://A001/X1590/X194b
J0519-4546,2017-04-21,uid://A001/X2fb/X18e
J0058-5659,2023-06-13,uid://A001/X1590/X1944
J0303-6211,2022-12-12,uid://A001/X1590/X1948
Callisto,2017-09-02,uid://A001/X21f/Xd3
IRAS_06349-0121,2022-10-05,uid://A001/X14ed/X1c0
J0423-0120,2020-11-14,uid://A001/X133d/X25d2
J2348-1631,2022-10-05,uid://A001/X14ed/X1d8
J0635-7516,2017-01-06,uid://A001/X21f/X20
J1058+0133,2018-07-04,uid://A001/X1234/X2c7
J0006-0623,2018-07-05,uid://A001/X1234/X2b5
J1229+0203,2019-04-13,uid://A001/X1296/Xa87
J0541-0541,2024-01-27,uid://A001/X2df7/X20d
AR1635,2023-01-14,uid://A001/X158f/Xb13
3C279,3000-01-01,uid://A001/X1527/X399
Ceres,2016-08-11,uid://A002/X7f285c/X9
J0423-0120,2024-02-13,uid://A001/X2df7/X219
J1217-0029,2023-06-10,uid://A001/X158f/Xb1f
Titan,2015-12-18,uid://A002/X609170/X20
J1721-6154,2019-03-07,uid://A001/X1284/X1c20
J2044-0632,2019-11-16,uid://A001/X133d/X12bc
A-S2CLS_47.1,2017-04-13,uid://A001/X2df/X1ad
J0102-7546,2020-07-05,uid://A001/X137a/X43
J1310+3220,2023-06-04,uid://A001/X1590/X290
J1058+0133,2024-01-09,uid://A001/X1590/X292
PG1426+015,2019-04-03,uid://A001/X1296/Xa8f
IRAS_05592-0221,2023-09-23,uid://A001/X14ed/X2ab
RW_Sco,2020-12-23,uid://A001/X133d/X12c8
IRC-10529,2020-12-10,uid://A001/X133d/X12b1
J1743-0350,3000-01-01,uid://A001/X1528/X217
J0710-3850,2022-12-12,uid://A001/X1590/X1952
J1550+0527,2023-01-12,uid://A001/X1465/Xb4e
J2258-2758,2020-08-12,uid://A001/X137a/X4f
J2025-0735,2020-12-10,uid://A001/X133d/X12a6
MCSNR_J0536-6913,2017-04-20,uid://A001/X2fa/X2d2
J0522-3627,2019-03-23,uid://A001/X1284/X1a88
J1351-2912,3000-01-01,uid://A001/X2d20/X31a
J1058+0133,2018-07-04,uid://A001/X1234/X2ca
R_Hor,2018-08-04,uid://A001/X1234/X2b8
J0423-0120,2023-08-03,uid://A001/X1590/X16f3
J0423-0120,2024-05-12,uid://A001/X2df7/X20b
Orion_KL_OFF_0,2024-05-16,uid://A001/X2df7/X211
W33A,2016-08-15,uid://A002/X7f285c/X5
J2258-2758,2023-01-14,uid://A001/X158f/Xb16
J0750+1231,3000-01-01,uid://A001/X1527/X3a0
J1410+0203,2023-06-03,uid://A001/X158f/Xb22
J1256-0547,2019-05-02,uid://A001/X1284/X1c34
J0538-4405,2020-07-10,uid://A001/X137a/X2f
J1751+0939,2017-07-05,uid://A001/X2fb/X175
J1717-3342,2020-10-23,uid://A001/X133d/X12c6
IRAS_13120-5453,2017-11-11,uid://A001/X2d2/X4a
AS2UDS0014.0,2025-03-19,uid://A001/X2d20/X67e
IRAS_19175-0807,2022-11-02,uid://A001/X14ed/X2cc
J0103+1526,2020-10-17,uid://A001/X133d/X12aa
IRAS_07454-7112,2017-01-06,uid://A001/X21f/X1a
Callisto,2017-01-06,uid://A001/X21f/X1e
J2357-5311,2019-01-05,uid://A001/X1284/X1a93
J0538-4405,2023-08-02,uid://A001/X1590/X16f6
J1957-3845,2023-09-19,uid://A001/X1581/X4f
J1427-4206,2019-01-22,uid://A001/X1284/X1c26
AR1872,2023-06-20,uid://A001/X158f/Xb25
J2258-2758,2019-04-25,uid://A001/X1284/X1c3a
J1229+0203,2019-06-01,uid://A001/X1296/Xa93
J1303+2433,2023-05-24,uid://A001/X1590/X29c
NGC7469,2016-07-24,uid://A002/X6444ba/X17d
30_Dor_C_1,2017-04-29,uid://A001/X2fa/X2d0
J1010-0200,2020-07-31,uid://A001/X133d/X25bb
216-0939,2022-11-18,uid://A001/X1527/X10
J0854+2006,2021-07-09,uid://A001/X1465/X3acd
J1205-0000,2021-06-12,uid://A001/X1465/X3aad
J2230-4416,2020-11-22,uid://A001/X1284/X1c38
J1337-1257,2019-01-25,uid://A001/X1284/X1c32
IRAS_06193-0349,2023-09-09,uid://A001/X14ed/X2a8
J1504+1029,2016-07-31,uid://A002/X609170/X1c
J0102-7546,2020-07-24,uid://A001/X137a/X47
J2025-0735,2020-10-22,uid://A001/X133d/X12ba
J0238+1636,2020-11-22,uid://A001/X133d/X12b7
J1256-0547,2023-05-03,uid://A001/X1590/X298
J1851+0035,2017-12-12,uid://A001/X2fb/X173
J1327+2210,2023-05-30,uid://A001/X1590/X29e
J2348-1631,2022-09-01,uid://A001/X14ed/X2c6
J1653+3107,2019-06-13,uid://A001/X1284/X1c95
3C279,2024-10-25,uid://A001/X1527/X377
J1229+0203,2015-05-02,uid://A002/X609170/X4e
J2148+0657,2017-04-07,uid://A002/X6444ba/Xe
J0519-4546,2019-05-22,uid://A001/X1296/Xa5c
J1303+2433,2023-05-01,uid://A001/X1590/X296
NGC_6302,2016-12-16,uid://A001/X147/Xfb
J2018-0509,2020-10-10,uid://A001/X133d/X12a4
J1254+1141,2024-08-03,uid://A001/X2d20/X30a
SDSS_J1448+1010,2020-07-24,uid://A001/X136e/X8e
J0522-3627,2018-07-25,uid://A001/X1234/X2b2
J2248-3235,2022-10-28,uid://A001/X14ed/X1e4
J0423-0120,2022-11-04,uid://A001/X1465/X3ac5
J1337-1257,2017-06-30,uid://A001/X2fb/X140
Callisto,2017-05-17,uid://A001/X2fb/X502
J1703-6212,2019-08-27,uid://A001/X1284/X1c22
IRC+10011,2020-10-10,uid://A001/X133d/X12b5
J0348-1610,2022-09-22,uid://A001/X14ed/X2b7
J2018-0509,2020-11-19,uid://A001/X133d/X12af
J0303-6211,2020-07-15,uid://A001/X137a/X3b
J1058+0133,2019-10-02,uid://A001/X12a2/X38b
S2COS.0762,2019-12-06,uid://A001/X133d/X25ad
J2258-2758,2020-08-16,uid://A001/X137a/X4b
J0522-3627,2019-08-02,uid://A001/X1234/X2ac
J0423-0120,2023-12-29,uid://A001/X2df7/X20f
COSMOSVLA3_49,2023-09-21,uid://A001/X1590/X63a
J0522-3627,2019-07-18,uid://A001/X1296/Xa5e
J0238+1636,2018-03-11,uid://A001/X2fb/X161
IRAS_06176-1036,2022-09-23,uid://A001/X14ed/X2b1
IRAS_07454-7112,2017-01-06,uid://A001/X21f/X22
J0423-0120,2018-12-14,uid://A001/X1284/X1a97
ALESS023.1,2019-03-27,uid://A001/X1284/X1a80
J2301-0158,2021-01-25,uid://A001/X1465/X3abd
GRB210702A,2022-12-23,uid://A001/X1581/X4c
GRB220521A,2024-04-25,uid://A001/X1581/X52
ad3a-21103,2022-12-14,uid://A001/X1590/X194f
J2258-2758,2022-08-19,uid://A001/X14ed/X2d8
J2357-5311,2022-12-22,uid://A001/X1590/X1941
J0428-3756,2022-07-16,uid://A001/X14ed/X1cc
ALESS088.2,2019-03-22,uid://A001/X1284/X1a7c
IRAS_22196-4612,2022-10-05,uid://A001/X14ed/X1e1
AR1693,2023-06-03,uid://A001/X158f/Xb1c
J0854+2006,2023-09-19,uid://A001/X1590/X636
IRAS_05524+0723,2022-08-30,uid://A001/X14ed/X2a2
J1329-5608,2017-10-21,uid://A001/X2d2/X27
J0825+2704,2019-04-10,uid://A001/X1296/Xa9f
CI_Tau,2023-05-07,uid://A001/X133d/X25d4
J1256-0547,2021-06-09,uid://A001/X1465/X3ac9
J0423-0120,2022-12-15,uid://A001/X1590/X16db
NGC253,2018-06-16,uid://A001/X2fb/X15a
J0541-0541,2024-02-03,uid://A001/X2df7/X215
J0538-4405,2022-08-30,uid://A001/X14ed/X2a5
J2131-1207,2022-09-20,uid://A001/X14ed/X2c0
cid_166,2019-12-28,uid://A001/X133d/X2901
PG1341+258,2019-05-11,uid://A001/X1296/Xa8b
J1256-0547,3000-01-01,uid://A001/X2fb/X190
Betelgeuse,2023-01-05,uid://A001/X1590/X16de
NGC1808,2019-03-08,uid://A001/X1296/Xa62
N83,2019-11-23,uid://A001/X137a/X2b
IRAS_06036-2411,2022-09-23,uid://A001/X14ed/X2ae
J1406-0116,2021-07-07,uid://A001/X1465/X3ac1
NGC4579,2024-05-17,uid://A001/X2df7/X22c
J0438+3004,2022-12-17,uid://A001/X15a1/X1a0a
J1256-0547,2024-07-31,uid://A001/X335d/X3c
YSO36,2019-10-01,uid://A001/X12d0/X133
w49b_east_OFF_0,2024-06-17,uid://A001/X3570/X1c0
SgrA,2023-04-11,uid://A001/X15bc/X68f
360523,2018-12-18,uid://A001/X87d/X7
J2218-0335,2023-10-11,uid://A001/X335d/X4c
YSO12,2019-04-20,uid://A001/X1284/X1d45
YSO01,2019-03-15,uid://A001/X1284/X1d47
J1905+0952,2023-10-28,uid://A001/X2d20/X58f
2MASS_J18425287-3735534,2024-05-31,uid://A001/X335d/X7a
J1310+3220,2023-05-16,uid://A001/X1590/X2b6
2MASS_J18551532-3834448,2024-06-09,uid://A001/X335d/X77
J1924-2914,2023-04-01,uid://A001/X15bc/X689
IRAS_06193-0349,2021-06-12,uid://A001/X14d8/X252
J1058+0133,2017-05-17,uid://A001/X2fb/X27d
J0547+2721,2022-12-09,uid://A001/X15a1/X1a57
J0510+1800,2023-01-29,uid://A001/X133d/X147b
J1148+1840,2023-04-27,uid://A001/X1590/X2f0
GLEAM_J144305+022940,2024-02-23,uid://A001/X2d20/X4cf
J1505+0326,2016-04-10,uid://A001/X12e/X2e2
J0613+2604,2022-11-03,uid://A001/X1465/X2b5d
HOPS-326,2018-10-03,uid://A001/X340/X1f9
J1256-0547,2016-07-21,uid://A001/X12e/X2de
J1028-0236,2024-02-09,uid://A001/X2d20/X4b3
J0559+2353,2022-11-18,uid://A001/X1465/X2b59
RXJ1615.3-3255,2023-04-22,uid://A001/X15a1/X1a73
GLEAM_J103055+013519,2024-02-06,uid://A001/X2d20/X4af
J1551-1755,2023-04-25,uid://A001/X15a1/X1a6b
J1557-0001,2021-01-04,uid://A001/X133d/X146d
GLEAM_J103055+013519,2024-02-08,uid://A001/X2d20/X4a3
J0126+2559,2022-09-07,uid://A001/X1458/Xcb
J1239+0730,2018-02-21,uid://A001/X8a5/Xe
J1256-0547,2023-04-14,uid://A001/X1590/X2d2
J0348-2749,2017-11-02,uid://A001/X2fb/X211
J0006-0623,2022-09-22,uid://A001/X1458/Xb7
Neptune,2019-05-30,uid://A001/X8aa/X8
J1419+2706,2024-10-31,uid://A001/X335d/X38
ADF22.A8,2023-05-12,uid://A001/X158f/Xaf6
J1148+1840,2023-04-21,uid://A001/X1590/X2f6
J0126+2559,2021-03-30,uid://A001/X1458/Xbb
J0006-0623,2022-08-18,uid://A001/X1458/Xc7
0012.0,2023-09-01,uid://A001/X158f/Xae0
YSO01,2019-09-13,uid://A001/X12d0/X117
YSO07,2019-10-03,uid://A001/X12d0/X11d
J0341+3352,2022-11-30,uid://A001/X15a1/X1a12
YSO24,2019-09-28,uid://A001/X12d0/X127
J1924-2914,2018-01-20,uid://A001/X88b/X27
YSO26,2019-11-19,uid://A001/X12d0/X129
RXC_J2014.8-2430,2020-03-12,uid://A001/X133d/X26d8
J0650-0840,2018-11-10,uid://A001/X88b/X13
J1625-2527,2020-02-27,uid://A001/X133d/X26a4
J1851+0035,2024-06-27,uid://A001/X2d20/X59d
J0506-6109,2017-05-27,uid://A001/X2fb/X273
J1303+2433,2023-05-06,uid://A001/X1590/X2b4
gm_aur,2019-08-24,uid://A001/X1284/X1d59
J1337-1257,2016-05-21,uid://A002/X9908b7/X34
Callisto,2017-07-21,uid://A001/X2fb/X289
RU_Lup,2018-06-08,uid://A001/Xbd4641/X20
J1256-0547,2022-11-10,uid://A001/X1590/X2f2
J2009-4849,2023-08-03,uid://A001/X15a1/X1a7f
J1924-2914,2023-08-26,uid://A001/X1590/X61e
SDSS_J132853.66-022441.6,2016-08-18,uid://A001/X12e/X2ea
GLEAM_J112706-033210,2024-02-08,uid://A001/X2d20/X4bf
J0510+1800,2022-12-08,uid://A001/X1465/X2b65
J0126+2559,2020-12-31,uid://A001/X1458/Xef
J1553-2422,2024-05-07,uid://A001/X15a1/X1a71
J2253+1608,2021-01-16,uid://A001/X1458/Xeb
GLEAM_J103055+013519,2024-02-06,uid://A001/X2d20/X4ab
J1454-3747,2023-05-02,uid://A001/X15a1/X1a5f
J1028-0236,2024-02-08,uid://A001/X2d20/X4a7
J2258-2758,2018-10-16,uid://A001/X12fc/X76
J2253+1608,2018-09-07,uid://A001/X12fc/X70
J1337-1257,2023-08-04,uid://A001/X158f/Xaef
J0122+2954,2022-07-13,uid://A001/X1458/Xe3
J0334-4008,2017-09-22,uid://A001/X2fb/X219
J0348-2749,2017-10-20,uid://A001/X2fb/X221
J0423-0120,2021-03-26,uid://A001/X1458/Xaf
Neptune,2017-09-02,uid://A001/X2fb/X22a
J0122+2954,2022-07-27,uid://A001/X1458/Xbf
J1924-2914,2018-05-23,uid://A001/X8c5/Xcf
YSO18,2019-10-02,uid://A001/X12d0/X125
NGC1333-IRAS2A,2023-10-05,uid://A001/X15a1/X1a14
J0854+2006,2018-02-11,uid://A001/X87d/Xb
J0438+3004,2023-01-20,uid://A001/X15a1/X1a08
J1427-4206,2023-04-08,uid://A001/X15bc/X68c
J0854+2006,2021-04-17,uid://A001/X14d8/X243
J1733-1304,2023-04-09,uid://A001/X15bc/X680
Circinus_galaxy,2018-11-17,uid://A001/X1284/X1d9e
